,C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
407,A002,R051,02-05-01,05-03-11,16:00:00,REGULAR,0,306
408,A002,R051,02-05-01,05-03-11,20:00:00,REGULAR,0,306
409,A002,R051,02-05-01,05-04-11,00:00:00,REGULAR,0,306
410,A002,R051,02-05-01,05-04-11,04:00:00,REGULAR,0,306
411,A002,R051,02-05-01,05-04-11,08:00:00,REGULAR,0,306
412,A002,R051,02-05-01,05-04-11,12:00:00,REGULAR,0,306
413,A002,R051,02-05-01,05-04-11,16:00:00,REGULAR,0,306
414,A002,R051,02-05-01,05-04-11,20:00:00,REGULAR,0,306
415,A002,R051,02-05-01,05-05-11,00:00:00,REGULAR,0,306
416,A002,R051,02-05-01,05-05-11,04:00:00,REGULAR,0,306
417,A002,R051,02-05-01,05-05-11,08:00:00,REGULAR,0,306
418,A002,R051,02-05-01,05-05-11,12:00:00,REGULAR,0,307
419,A002,R051,02-05-01,05-05-11,16:00:00,REGULAR,0,307
420,A002,R051,02-05-01,05-05-11,20:00:00,REGULAR,0,307
421,A002,R051,02-05-01,05-06-11,00:00:00,REGULAR,0,307
422,A002,R051,02-05-01,05-06-11,04:00:00,REGULAR,0,307
423,A002,R051,02-05-01,05-06-11,08:00:00,REGULAR,0,307
424,A002,R051,02-05-01,05-06-11,12:00:00,REGULAR,0,307
425,A002,R051,02-05-01,05-06-11,16:00:00,REGULAR,0,308
426,A002,R051,02-05-01,05-06-11,20:00:00,REGULAR,0,308
427,A002,R051,02-06-00,05-01-11,00:00:00,REGULAR,3006499,96953
428,A002,R051,02-06-00,05-01-11,04:00:00,REGULAR,3006539,96954
429,A002,R051,02-06-00,05-01-11,08:00:00,REGULAR,3006572,96954
430,A002,R051,02-06-00,05-01-11,12:00:00,REGULAR,3006708,96959
431,A002,R051,02-06-00,05-01-11,16:00:00,REGULAR,3006907,96960
432,A002,R051,02-06-00,05-01-11,20:00:00,REGULAR,3007135,96979
433,A002,R051,02-06-00,05-02-11,00:00:00,REGULAR,3007228,96981
434,A002,R051,02-06-00,05-02-11,04:00:00,REGULAR,3007242,96982
435,A002,R051,02-06-00,05-02-11,08:00:00,REGULAR,3007378,96985
436,A002,R051,02-06-00,05-02-11,12:00:00,REGULAR,3007854,96993
437,A002,R051,02-06-00,05-02-11,16:00:00,REGULAR,3008171,96997
438,A002,R051,02-06-00,05-02-11,20:00:00,REGULAR,3008916,97006
439,A002,R051,02-06-00,05-03-11,00:00:00,REGULAR,3009107,97010
440,A002,R051,02-06-00,05-03-11,04:00:00,REGULAR,3009113,97010
441,A002,R051,02-06-00,05-03-11,08:00:00,REGULAR,3009246,97012
442,A002,R051,02-06-00,05-03-11,12:00:00,REGULAR,3009721,97016
443,A002,R051,02-06-00,05-03-11,16:00:00,REGULAR,3010054,97022
444,A002,R051,02-06-00,05-03-11,20:00:00,REGULAR,3010835,97032
445,A002,R051,02-06-00,05-04-11,00:00:00,REGULAR,3011093,97036
446,A002,R051,02-06-00,05-04-11,04:00:00,REGULAR,3011112,97038
447,A002,R051,02-06-00,05-04-11,08:00:00,REGULAR,3011245,97039
448,A002,R051,02-06-00,05-04-11,12:00:00,REGULAR,3011790,97044
449,A002,R051,02-06-00,05-04-11,16:00:00,REGULAR,3012112,97049
450,A002,R051,02-06-00,05-04-11,20:00:00,REGULAR,3012938,97055
451,A002,R051,02-06-00,05-05-11,00:00:00,REGULAR,3013175,97059
452,A002,R051,02-06-00,05-05-11,04:00:00,REGULAR,3013190,97061
453,A002,R051,02-06-00,05-05-11,08:00:00,REGULAR,3013330,97065
461,A002,R051,02-06-00,05-05-11,16:00:00,REGULAR,3014169,97084
462,A002,R051,02-06-00,05-05-11,20:00:00,REGULAR,3014917,97116
463,A002,R051,02-06-00,05-06-11,00:00:00,REGULAR,3015160,97118
464,A002,R051,02-06-00,05-06-11,04:00:00,REGULAR,3015181,97119
465,A002,R051,02-06-00,05-06-11,08:00:00,REGULAR,3015314,97121
466,A002,R051,02-06-00,05-06-11,12:00:00,REGULAR,3015802,97136
467,A002,R051,02-06-00,05-06-11,16:00:00,REGULAR,3016170,97142
468,A002,R051,02-06-00,05-06-11,20:00:00,REGULAR,3016938,97149
469,A006,R079,00-00-00,05-01-11,02:00:00,REGULAR,8936644,13755385
470,A006,R079,00-00-00,05-01-11,06:00:00,REGULAR,8936658,13755393
471,A006,R079,00-00-00,05-01-11,10:00:00,REGULAR,8936687,13755598
472,A006,R079,00-00-00,05-01-11,14:00:00,REGULAR,8936819,13756191
477,A006,R079,00-00-00,05-02-11,02:00:00,REGULAR,8937565,13757019
478,A006,R079,00-00-00,05-02-11,06:00:00,REGULAR,8937567,13757049
479,A006,R079,00-00-00,05-02-11,10:00:00,REGULAR,8937641,13758978
480,A006,R079,00-00-00,05-02-11,14:00:00,REGULAR,8937848,13760026
481,A006,R079,00-00-00,05-02-11,18:00:00,REGULAR,8938600,13760921
482,A006,R079,00-00-00,05-02-11,22:00:00,REGULAR,8939315,13761338
483,A006,R079,00-00-00,05-03-11,02:00:00,REGULAR,8939502,13761404
484,A006,R079,00-00-00,05-03-11,06:00:00,REGULAR,8939518,13761439
485,A006,R079,00-00-00,05-03-11,10:00:00,REGULAR,8939584,13763443
486,A006,R079,00-00-00,05-03-11,14:00:00,REGULAR,8939779,13764605
487,A006,R079,00-00-00,05-03-11,18:00:00,REGULAR,8940535,13765579
488,A006,R079,00-00-00,05-03-11,22:00:00,REGULAR,8941351,13765978
489,A006,R079,00-00-00,05-04-11,02:00:00,REGULAR,8941535,13766052
490,A006,R079,00-00-00,05-04-11,06:00:00,REGULAR,8941546,13766091
491,A006,R079,00-00-00,05-04-11,10:00:00,REGULAR,8941621,13768124
492,A006,R079,00-00-00,05-04-11,14:00:00,REGULAR,8941821,13769247
493,A006,R079,00-00-00,05-04-11,18:00:00,REGULAR,8942583,13770151
494,A006,R079,00-00-00,05-04-11,22:00:00,REGULAR,8943283,13770555
495,A006,R079,00-00-00,05-05-11,02:00:00,REGULAR,8943464,13770626
496,A006,R079,00-00-00,05-05-11,06:00:00,REGULAR,8943473,13770665
497,A006,R079,00-00-00,05-05-11,10:00:00,REGULAR,8943519,13772711
498,A006,R079,00-00-00,05-05-11,14:00:00,REGULAR,8943727,13773982
499,A006,R079,00-00-00,05-05-11,18:00:00,REGULAR,8944476,13774994
500,A006,R079,00-00-00,05-05-11,22:00:00,REGULAR,8945225,13775423
501,A006,R079,00-00-00,05-06-11,02:00:00,REGULAR,8945414,13775542
502,A006,R079,00-00-00,05-06-11,06:00:00,REGULAR,8945425,13775580
503,A006,R079,00-00-00,05-06-11,10:00:00,REGULAR,8945499,13777346
504,A006,R079,00-00-00,05-06-11,14:00:00,REGULAR,8945714,13778445
505,A006,R079,00-00-00,05-06-11,18:00:00,REGULAR,8946504,13779436
506,A006,R079,00-00-00,05-06-11,22:00:00,REGULAR,8947174,13779758
507,A006,R079,00-00-01,05-01-11,02:00:00,REGULAR,349449,267518
508,A006,R079,00-00-01,05-01-11,06:00:00,REGULAR,349461,267521
509,A006,R079,00-00-01,05-01-11,10:00:00,REGULAR,349492,267590
510,A006,R079,00-00-01,05-01-11,14:00:00,REGULAR,349643,267829
511,A006,R079,00-00-01,05-01-11,18:00:00,REGULAR,350052,268052
512,A006,R079,00-00-01,05-01-11,22:00:00,REGULAR,350392,268090
513,A006,R079,00-00-01,05-02-11,02:00:00,REGULAR,350459,268104
514,A006,R079,00-00-01,05-02-11,06:00:00,REGULAR,350464,268113
515,A006,R079,00-00-01,05-02-11,10:00:00,REGULAR,350554,268892
516,A006,R079,00-00-01,05-02-11,14:00:00,REGULAR,350845,269190
517,A006,R079,00-00-01,05-02-11,18:00:00,REGULAR,351662,269491
518,A006,R079,00-00-01,05-02-11,22:00:00,REGULAR,352344,269601
519,A006,R079,00-00-01,05-03-11,02:00:00,REGULAR,352453,269624
520,A006,R079,00-00-01,05-03-11,06:00:00,REGULAR,352458,269631
521,A006,R079,00-00-01,05-03-11,10:00:00,REGULAR,352541,270429
522,A006,R079,00-00-01,05-03-11,14:00:00,REGULAR,352843,270790
523,A006,R079,00-00-01,05-03-11,18:00:00,REGULAR,353736,271118
524,A006,R079,00-00-01,05-03-11,22:00:00,REGULAR,354469,271277
525,A006,R079,00-00-01,05-04-11,02:00:00,REGULAR,354615,271304
526,A006,R079,00-00-01,05-04-11,06:00:00,REGULAR,354627,271310
527,A006,R079,00-00-01,05-04-11,10:00:00,REGULAR,354728,272245
528,A006,R079,00-00-01,05-04-11,14:00:00,REGULAR,355029,272642
529,A006,R079,00-00-01,05-04-11,18:00:00,REGULAR,355867,272947
530,A006,R079,00-00-01,05-04-11,22:00:00,REGULAR,356534,273085
531,A006,R079,00-00-01,05-05-11,02:00:00,REGULAR,356663,273111
532,A006,R079,00-00-01,05-05-11,06:00:00,REGULAR,356674,273119
533,A006,R079,00-00-01,05-05-11,10:00:00,REGULAR,356757,273910
534,A006,R079,00-00-01,05-05-11,14:00:00,REGULAR,357027,274351
535,A006,R079,00-00-01,05-05-11,18:00:00,REGULAR,357863,274696
536,A006,R079,00-00-01,05-05-11,22:00:00,REGULAR,358617,274836
537,A006,R079,00-00-01,05-06-11,02:00:00,REGULAR,358749,274861
538,A006,R079,00-00-01,05-06-11,06:00:00,REGULAR,358760,274868
539,A006,R079,00-00-01,05-06-11,10:00:00,REGULAR,358854,275553
540,A006,R079,00-00-01,05-06-11,14:00:00,REGULAR,359157,275893
541,A006,R079,00-00-01,05-06-11,18:00:00,REGULAR,360051,276214
542,A006,R079,00-00-01,05-06-11,22:00:00,REGULAR,360670,276322
543,A006,R079,00-00-02,05-01-11,02:00:00,REGULAR,4875642,2187599
544,A006,R079,00-00-02,05-01-11,06:00:00,REGULAR,4875649,2187601
545,A006,R079,00-00-02,05-01-11,10:00:00,REGULAR,4875662,2187631
546,A006,R079,00-00-02,05-01-11,14:00:00,REGULAR,4875788,2187763
547,A006,R079,00-00-02,05-01-11,18:00:00,REGULAR,4876127,2187874
548,A006,R079,00-00-02,05-01-11,22:00:00,REGULAR,4876372,2187898
549,A006,R079,00-00-02,05-02-11,02:00:00,REGULAR,4876421,2187901
550,A006,R079,00-00-02,05-02-11,06:00:00,REGULAR,4876423,2187905
551,A006,R079,00-00-02,05-02-11,10:00:00,REGULAR,4876473,2188414
552,A006,R079,00-00-02,05-02-11,14:00:00,REGULAR,4876691,2188589
553,A006,R079,00-00-02,05-02-11,18:00:00,REGULAR,4877340,2188736
554,A006,R079,00-00-02,05-02-11,22:00:00,REGULAR,4877829,2188785
555,A006,R079,00-00-02,05-03-11,02:00:00,REGULAR,4877905,2188792
556,A006,R079,00-00-02,05-03-11,06:00:00,REGULAR,4877912,2188797
557,A006,R079,00-00-02,05-03-11,10:00:00,REGULAR,4877979,2189295
558,A006,R079,00-00-02,05-03-11,14:00:00,REGULAR,4878203,2189475
559,A006,R079,00-00-02,05-03-11,18:00:00,REGULAR,4878871,2189631
560,A006,R079,00-00-02,05-03-11,22:00:00,REGULAR,4879363,2189714
561,A006,R079,00-00-02,05-04-11,02:00:00,REGULAR,4879449,2189722
562,A006,R079,00-00-02,05-04-11,06:00:00,REGULAR,4879452,2189731
563,A006,R079,00-00-02,05-04-11,10:00:00,REGULAR,4879533,2190251
564,A006,R079,00-00-02,05-04-11,14:00:00,REGULAR,4879748,2190449
565,A006,R079,00-00-02,05-04-11,18:00:00,REGULAR,4880418,2190611
566,A006,R079,00-00-02,05-04-11,22:00:00,REGULAR,4880947,2190669
567,A006,R079,00-00-02,05-05-11,02:00:00,REGULAR,4881018,2190678
568,A006,R079,00-00-02,05-05-11,06:00:00,REGULAR,4881020,2190689
569,A006,R079,00-00-02,05-05-11,10:00:00,REGULAR,4881068,2191174
570,A006,R079,00-00-02,05-05-11,14:00:00,REGULAR,4881297,2191366
571,A006,R079,00-00-02,05-05-11,18:00:00,REGULAR,4882012,2191525
572,A006,R079,00-00-02,05-05-11,22:00:00,REGULAR,4882590,2191593
573,A006,R079,00-00-02,05-06-11,02:00:00,REGULAR,4882683,2191602
574,A006,R079,00-00-02,05-06-11,06:00:00,REGULAR,4882693,2191606
575,A006,R079,00-00-02,05-06-11,10:00:00,REGULAR,4882765,2192011
576,A006,R079,00-00-02,05-06-11,14:00:00,REGULAR,4883004,2192226
577,A006,R079,00-00-02,05-06-11,18:00:00,REGULAR,4883774,2192376
578,A006,R079,00-00-02,05-06-11,22:00:00,REGULAR,4884226,2192457
579,A006,R079,00-00-03,05-01-11,02:00:00,REGULAR,6305,2576
580,A006,R079,00-00-03,05-01-11,06:00:00,REGULAR,6309,2576
581,A006,R079,00-00-03,05-01-11,10:00:00,REGULAR,6322,2602
582,A006,R079,00-00-03,05-01-11,14:00:00,REGULAR,6420,2670
583,A006,R079,00-00-03,05-01-11,18:00:00,REGULAR,6708,2761
584,A006,R079,00-00-03,05-01-11,22:00:00,REGULAR,6869,2779
585,A006,R079,00-00-03,05-02-11,02:00:00,REGULAR,6913,2782
586,A006,R079,00-00-03,05-02-11,06:00:00,REGULAR,6915,2786
587,A006,R079,00-00-03,05-02-11,10:00:00,REGULAR,6963,3135
588,A006,R079,00-00-03,05-02-11,14:00:00,REGULAR,7121,3248
589,A006,R079,00-00-03,05-02-11,18:00:00,REGULAR,7625,3367
590,A006,R079,00-00-03,05-02-11,22:00:00,REGULAR,7985,3393
591,A006,R079,00-00-03,05-03-11,02:00:00,REGULAR,8045,3397
592,A006,R079,00-00-03,05-03-11,06:00:00,REGULAR,8054,3402
593,A006,R079,00-00-03,05-03-11,10:00:00,REGULAR,8107,3770
594,A006,R079,00-00-03,05-03-11,14:00:00,REGULAR,8291,3874
595,A006,R079,00-00-03,05-03-11,18:00:00,REGULAR,8856,3974
596,A006,R079,00-00-03,05-03-11,22:00:00,REGULAR,9250,4041
597,A006,R079,00-00-03,05-04-11,02:00:00,REGULAR,9321,4046
598,A006,R079,00-00-03,05-04-11,06:00:00,REGULAR,9325,4049
599,A006,R079,00-00-03,05-04-11,10:00:00,REGULAR,9375,4448
600,A006,R079,00-00-03,05-04-11,14:00:00,REGULAR,9536,4574
601,A006,R079,00-00-03,05-04-11,18:00:00,REGULAR,10107,4690
602,A006,R079,00-00-03,05-04-11,22:00:00,REGULAR,10521,4721
603,A006,R079,00-00-03,05-05-11,02:00:00,REGULAR,10573,4728
604,A006,R079,00-00-03,05-05-11,06:00:00,REGULAR,10577,4732
605,A006,R079,00-00-03,05-05-11,10:00:00,REGULAR,10623,5085
606,A006,R079,00-00-03,05-05-11,14:00:00,REGULAR,10792,5210
607,A006,R079,00-00-03,05-05-11,18:00:00,REGULAR,11372,5312
608,A006,R079,00-00-03,05-05-11,22:00:00,REGULAR,11811,5363
609,A006,R079,00-00-03,05-06-11,02:00:00,REGULAR,11877,5371
610,A006,R079,00-00-03,05-06-11,06:00:00,REGULAR,11879,5374
611,A006,R079,00-00-03,05-06-11,10:00:00,REGULAR,11938,5679
612,A006,R079,00-00-03,05-06-11,14:00:00,REGULAR,12132,5777
613,A006,R079,00-00-03,05-06-11,18:00:00,REGULAR,12724,5890
614,A006,R079,00-00-03,05-06-11,22:00:00,REGULAR,13085,5920
615,A006,R079,00-00-04,05-01-11,02:00:00,REGULAR,4754150,2215161
616,A006,R079,00-00-04,05-01-11,06:00:00,REGULAR,4754158,2215164
617,A006,R079,00-00-04,05-01-11,10:00:00,REGULAR,4754177,2215193
618,A006,R079,00-00-04,05-01-11,14:00:00,REGULAR,4754263,2215249
619,A006,R079,00-00-04,05-01-11,18:00:00,REGULAR,4754590,2215337
620,A006,R079,00-00-04,05-01-11,22:00:00,REGULAR,4754754,2215354
621,A006,R079,00-00-04,05-02-11,02:00:00,REGULAR,4754780,2215360
622,A006,R079,00-00-04,05-02-11,06:00:00,REGULAR,4754786,2215370
623,A006,R079,00-00-04,05-02-11,10:00:00,REGULAR,4754843,2215663
624,A006,R079,00-00-04,05-02-11,14:00:00,REGULAR,4755012,2215748
625,A006,R079,00-00-04,05-02-11,18:00:00,REGULAR,4755523,2215843
626,A006,R079,00-00-04,05-02-11,22:00:00,REGULAR,4755849,2215876
627,A006,R079,00-00-04,05-03-11,02:00:00,REGULAR,4755906,2215879
628,A006,R079,00-00-04,05-03-11,06:00:00,REGULAR,4755909,2215882
629,A006,R079,00-00-04,05-03-11,10:00:00,REGULAR,4755957,2216169
630,A006,R079,00-00-04,05-03-11,14:00:00,REGULAR,4756114,2216265
631,A006,R079,00-00-04,05-03-11,18:00:00,REGULAR,4756696,2216379
632,A006,R079,00-00-04,05-03-11,22:00:00,REGULAR,4757084,2216426
633,A006,R079,00-00-04,05-04-11,02:00:00,REGULAR,4757143,2216427
634,A006,R079,00-00-04,05-04-11,06:00:00,REGULAR,4757147,2216435
635,A006,R079,00-00-04,05-04-11,10:00:00,REGULAR,4757227,2216750
636,A006,R079,00-00-04,05-04-11,14:00:00,REGULAR,4757392,2216833
637,A006,R079,00-00-04,05-04-11,18:00:00,REGULAR,4757941,2216922
638,A006,R079,00-00-04,05-04-11,22:00:00,REGULAR,4758280,2216947
639,A006,R079,00-00-04,05-05-11,02:00:00,REGULAR,4758341,2216955
640,A006,R079,00-00-04,05-05-11,06:00:00,REGULAR,4758347,2216960
641,A006,R079,00-00-04,05-05-11,10:00:00,REGULAR,4758401,2217293
642,A006,R079,00-00-04,05-05-11,14:00:00,REGULAR,4758571,2217397
643,A006,R079,00-00-04,05-05-11,18:00:00,REGULAR,4759180,2217514
644,A006,R079,00-00-04,05-05-11,22:00:00,REGULAR,4759580,2217583
645,A006,R079,00-00-04,05-06-11,02:00:00,REGULAR,4759652,2217593
646,A006,R079,00-00-04,05-06-11,06:00:00,REGULAR,4759661,2217604
647,A006,R079,00-00-04,05-06-11,10:00:00,REGULAR,4759732,2217886
648,A006,R079,00-00-04,05-06-11,14:00:00,REGULAR,4759897,2218001
649,A006,R079,00-00-04,05-06-11,18:00:00,REGULAR,4760519,2218115
650,A006,R079,00-00-04,05-06-11,22:00:00,REGULAR,4760845,2218143
651,A006,R079,00-03-00,05-01-11,02:00:00,REGULAR,5444111,2637907
652,A006,R079,00-03-00,05-01-11,06:00:00,REGULAR,5444116,2637910
653,A006,R079,00-03-00,05-01-11,10:00:00,REGULAR,5444127,2637935
654,A006,R079,00-03-00,05-01-11,14:00:00,REGULAR,5444246,2638030
655,A006,R079,00-03-00,05-01-11,18:00:00,REGULAR,5444617,2638149
656,A006,R079,00-03-00,05-01-11,22:00:00,REGULAR,5444757,2638172
657,A006,R079,00-03-00,05-02-11,02:00:00,REGULAR,5444770,2638173
658,A006,R079,00-03-00,05-02-11,06:00:00,REGULAR,5444770,2638180
659,A006,R079,00-03-00,05-02-11,10:00:00,REGULAR,5444837,2638453
660,A006,R079,00-03-00,05-02-11,14:00:00,REGULAR,5445035,2638562
661,A006,R079,00-03-00,05-02-11,18:00:00,REGULAR,5445771,2638685
662,A006,R079,00-03-00,05-02-11,22:00:00,REGULAR,5446189,2638723
663,A006,R079,00-03-00,05-03-11,02:00:00,REGULAR,5446220,2638727
664,A006,R079,00-03-00,05-03-11,06:00:00,REGULAR,5446221,2638737
665,A006,R079,00-03-00,05-03-11,10:00:00,REGULAR,5446302,2639016
666,A006,R079,00-03-00,05-03-11,14:00:00,REGULAR,5446468,2639144
667,A006,R079,00-03-00,05-03-11,18:00:00,REGULAR,5447267,2639279
668,A006,R079,00-03-00,05-03-11,22:00:00,REGULAR,5447739,2639323
669,A006,R079,00-03-00,05-04-11,02:00:00,REGULAR,5447763,2639327
670,A006,R079,00-03-00,05-04-11,06:00:00,REGULAR,5447765,2639338
671,A006,R079,00-03-00,05-04-11,10:00:00,REGULAR,5447864,2639659
672,A006,R079,00-03-00,05-04-11,14:00:00,REGULAR,5448042,2639753
673,A006,R079,00-03-00,05-04-11,18:00:00,REGULAR,5448751,2639876
674,A006,R079,00-03-00,05-04-11,22:00:00,REGULAR,5449205,2639918
675,A006,R079,00-03-00,05-05-11,02:00:00,REGULAR,5449244,2639926
676,A006,R079,00-03-00,05-05-11,06:00:00,REGULAR,5449246,2639930
677,A006,R079,00-03-00,05-05-11,10:00:00,REGULAR,5449327,2640247
678,A006,R079,00-03-00,05-05-11,14:00:00,REGULAR,5449533,2640349
679,A006,R079,00-03-00,05-05-11,18:00:00,REGULAR,5450361,2640496
680,A006,R079,00-03-00,05-05-11,22:00:00,REGULAR,5450869,2640552
681,A006,R079,00-03-00,05-06-11,02:00:00,REGULAR,5450909,2640562
682,A006,R079,00-03-00,05-06-11,06:00:00,REGULAR,5450911,2640574
683,A006,R079,00-03-00,05-06-11,10:00:00,REGULAR,5450984,2640842
684,A006,R079,00-03-00,05-06-11,14:00:00,REGULAR,5451218,2640961
685,A006,R079,00-03-00,05-06-11,18:00:00,REGULAR,5452107,2641114
686,A006,R079,00-03-00,05-06-11,22:00:00,REGULAR,5452537,2641158
687,A006,R079,00-03-01,05-01-11,02:00:00,REGULAR,4843610,2765144
688,A006,R079,00-03-01,05-01-11,06:00:00,REGULAR,4843619,2765146
689,A006,R079,00-03-01,05-01-11,10:00:00,REGULAR,4843647,2765228
690,A006,R079,00-03-01,05-01-11,14:00:00,REGULAR,4843789,2765475
691,A006,R079,00-03-01,05-01-11,18:00:00,REGULAR,4844211,2765640
692,A006,R079,00-03-01,05-01-11,22:00:00,REGULAR,4844417,2765684
693,A006,R079,00-03-01,05-02-11,02:00:00,REGULAR,4844449,2765692
694,A006,R079,00-03-01,05-02-11,06:00:00,REGULAR,4844453,2765712
695,A006,R079,00-03-01,05-02-11,10:00:00,REGULAR,4844561,2766277
696,A006,R079,00-03-01,05-02-11,14:00:00,REGULAR,4844838,2766471
697,A006,R079,00-03-01,05-02-11,18:00:00,REGULAR,4845738,2766646
698,A006,R079,00-03-01,05-02-11,22:00:00,REGULAR,4846356,2766696
699,A006,R079,00-03-01,05-03-11,02:00:00,REGULAR,4846416,2766700
700,A006,R079,00-03-01,05-03-11,06:00:00,REGULAR,4846422,2766723
701,A006,R079,00-03-01,05-03-11,10:00:00,REGULAR,4846536,2767303
702,A006,R079,00-03-01,05-03-11,14:00:00,REGULAR,4846807,2767562
703,A006,R079,00-03-01,05-03-11,18:00:00,REGULAR,4847790,2767781
704,A006,R079,00-03-01,05-03-11,22:00:00,REGULAR,4848427,2767847
705,A006,R079,00-03-01,05-04-11,02:00:00,REGULAR,4848486,2767853
706,A006,R079,00-03-01,05-04-11,06:00:00,REGULAR,4848490,2767882
707,A006,R079,00-03-01,05-04-11,10:00:00,REGULAR,4848623,2768498
708,A006,R079,00-03-01,05-04-11,14:00:00,REGULAR,4848923,2768707
709,A006,R079,00-03-01,05-04-11,18:00:00,REGULAR,4849855,2768880
710,A006,R079,00-03-01,05-04-11,22:00:00,REGULAR,4850497,2768923
711,A006,R079,00-03-01,05-05-11,02:00:00,REGULAR,4850565,2768927
712,A006,R079,00-03-01,05-05-11,06:00:00,REGULAR,4850568,2768945
713,A006,R079,00-03-01,05-05-11,10:00:00,REGULAR,4850683,2769526
714,A006,R079,00-03-01,05-05-11,14:00:00,REGULAR,4850990,2769778
715,A006,R079,00-03-01,05-05-11,18:00:00,REGULAR,4852044,2769973
716,A006,R079,00-03-01,05-05-11,22:00:00,REGULAR,4852743,2770027
717,A006,R079,00-03-01,05-06-11,02:00:00,REGULAR,4852829,2770037
718,A006,R079,00-03-01,05-06-11,06:00:00,REGULAR,4852834,2770051
719,A006,R079,00-03-01,05-06-11,10:00:00,REGULAR,4852929,2770624
720,A006,R079,00-03-01,05-06-11,14:00:00,REGULAR,4853240,2770854
721,A006,R079,00-03-01,05-06-11,18:00:00,REGULAR,4854277,2771048
722,A006,R079,00-03-01,05-06-11,22:00:00,REGULAR,4854865,2771111
723,A006,R079,00-03-02,05-01-11,02:00:00,REGULAR,9502689,10730017
724,A006,R079,00-03-02,05-01-11,06:00:00,REGULAR,9502697,10730030
725,A006,R079,00-03-02,05-01-11,10:00:00,REGULAR,9502733,10730276
726,A006,R079,00-03-02,05-01-11,14:00:00,REGULAR,9502887,10730824
727,A006,R079,00-03-02,05-01-11,18:00:00,REGULAR,9503388,10731126
728,A006,R079,00-03-02,05-01-11,22:00:00,REGULAR,9503627,10731204
729,A006,R079,00-03-02,05-02-11,02:00:00,REGULAR,9503683,10731233
730,A006,R079,00-03-02,05-02-11,06:00:00,REGULAR,9503683,10731298
731,A006,R079,00-03-02,05-02-11,10:00:00,REGULAR,9503838,10732535
732,A006,R079,00-03-02,05-02-11,14:00:00,REGULAR,9504196,10733021
733,A006,R079,00-03-02,05-02-11,18:00:00,REGULAR,9505307,10733225
734,A006,R079,00-03-02,05-02-11,22:00:00,REGULAR,9506059,10733316
735,A006,R079,00-03-02,05-03-11,02:00:00,REGULAR,9506149,10733341
736,A006,R079,00-03-02,05-03-11,06:00:00,REGULAR,9506153,10733401
737,A006,R079,00-03-02,05-03-11,10:00:00,REGULAR,9506320,10734617
738,A006,R079,00-03-02,05-03-11,14:00:00,REGULAR,9506680,10735119
739,A006,R079,00-03-02,05-03-11,18:00:00,REGULAR,9507817,10735344
740,A006,R079,00-03-02,05-03-11,22:00:00,REGULAR,9508664,10735424
741,A006,R079,00-03-02,05-04-11,02:00:00,REGULAR,9508780,10735450
742,A006,R079,00-03-02,05-04-11,06:00:00,REGULAR,9508782,10735523
743,A006,R079,00-03-02,05-04-11,10:00:00,REGULAR,9508977,10736738
744,A006,R079,00-03-02,05-04-11,14:00:00,REGULAR,9509341,10737086
745,A006,R079,00-03-02,05-04-11,18:00:00,REGULAR,9510477,10737293
746,A006,R079,00-03-02,05-04-11,22:00:00,REGULAR,9511270,10737365
747,A006,R079,00-03-02,05-05-11,02:00:00,REGULAR,9511364,10737392
748,A006,R079,00-03-02,05-05-11,06:00:00,REGULAR,9511367,10737439
749,A006,R079,00-03-02,05-05-11,10:00:00,REGULAR,9511559,10738661
750,A006,R079,00-03-02,05-05-11,14:00:00,REGULAR,9511957,10739168
751,A006,R079,00-03-02,05-05-11,18:00:00,REGULAR,9513240,10739403
752,A006,R079,00-03-02,05-05-11,22:00:00,REGULAR,9514072,10739503
753,A006,R079,00-03-02,05-06-11,02:00:00,REGULAR,9514177,10739530
754,A006,R079,00-03-02,05-06-11,06:00:00,REGULAR,9514184,10739590
755,A006,R079,00-03-02,05-06-11,10:00:00,REGULAR,9514334,10740790
756,A006,R079,00-03-02,05-06-11,14:00:00,REGULAR,9514742,10741288
757,A006,R079,00-03-02,05-06-11,18:00:00,REGULAR,9515978,10741538
758,A006,R079,00-03-02,05-06-11,22:00:00,REGULAR,9516711,10741610
759,A007,R079,01-05-00,05-01-11,02:00:00,REGULAR,1913,0
760,A007,R079,01-05-00,05-01-11,06:00:00,REGULAR,1913,0
761,A007,R079,01-05-00,05-01-11,10:00:00,REGULAR,1913,0
762,A007,R079,01-05-00,05-01-11,14:00:00,REGULAR,1913,0
763,A007,R079,01-05-00,05-01-11,18:00:00,REGULAR,1913,0
764,A007,R079,01-05-00,05-01-11,22:00:00,REGULAR,1913,0
765,A007,R079,01-05-00,05-02-11,02:00:00,REGULAR,1913,0
766,A007,R079,01-05-00,05-02-11,06:00:00,REGULAR,1913,0
767,A007,R079,01-05-00,05-02-11,10:00:00,REGULAR,1913,0
771,A007,R079,01-05-00,05-02-11,18:00:00,REGULAR,1914,0
772,A007,R079,01-05-00,05-02-11,22:00:00,REGULAR,1915,0
773,A007,R079,01-05-00,05-03-11,02:00:00,REGULAR,1915,0
774,A007,R079,01-05-00,05-03-11,06:00:00,REGULAR,1915,0
775,A007,R079,01-05-00,05-03-11,10:00:00,REGULAR,1915,0
776,A007,R079,01-05-00,05-03-11,14:00:00,REGULAR,1915,0
