,C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn,ENTRIESn_hourly
371,A002,R051,02-05-00,05-03-11,16:00:00,REGULAR,636,0,1.0
372,A002,R051,02-05-00,05-03-11,20:00:00,REGULAR,636,0,0.0
373,A002,R051,02-05-00,05-04-11,00:00:00,REGULAR,636,0,0.0
374,A002,R051,02-05-00,05-04-11,04:00:00,REGULAR,636,0,0.0
375,A002,R051,02-05-00,05-04-11,08:00:00,REGULAR,636,0,0.0
376,A002,R051,02-05-00,05-04-11,12:00:00,REGULAR,636,0,0.0
377,A002,R051,02-05-00,05-04-11,16:00:00,REGULAR,636,0,0.0
378,A002,R051,02-05-00,05-04-11,20:00:00,REGULAR,636,0,0.0
379,A002,R051,02-05-00,05-05-11,00:00:00,REGULAR,636,0,0.0
380,A002,R051,02-05-00,05-05-11,04:00:00,REGULAR,636,0,0.0
381,A002,R051,02-05-00,05-05-11,08:00:00,REGULAR,636,0,0.0
382,A002,R051,02-05-00,05-05-11,12:00:00,REGULAR,640,0,4.0
383,A002,R051,02-05-00,05-05-11,16:00:00,REGULAR,640,0,0.0
384,A002,R051,02-05-00,05-05-11,20:00:00,REGULAR,640,0,0.0
385,A002,R051,02-05-00,05-06-11,00:00:00,REGULAR,640,0,0.0
386,A002,R051,02-05-00,05-06-11,04:00:00,REGULAR,640,0,0.0
387,A002,R051,02-05-00,05-06-11,08:00:00,REGULAR,640,0,0.0
388,A002,R051,02-05-00,05-06-11,12:00:00,REGULAR,640,0,0.0
389,A002,R051,02-05-00,05-06-11,16:00:00,REGULAR,641,0,1.0
390,A002,R051,02-05-00,05-06-11,20:00:00,REGULAR,641,0,0.0
391,A002,R051,02-05-01,05-01-11,00:00:00,REGULAR,0,306,0.0
392,A002,R051,02-05-01,05-01-11,04:00:00,REGULAR,0,306,0.0
393,A002,R051,02-05-01,05-01-11,08:00:00,REGULAR,0,306,0.0
394,A002,R051,02-05-01,05-01-11,12:00:00,REGULAR,0,306,0.0
395,A002,R051,02-05-01,05-01-11,16:00:00,REGULAR,0,306,0.0
396,A002,R051,02-05-01,05-01-11,20:00:00,REGULAR,0,306,0.0
397,A002,R051,02-05-01,05-02-11,00:00:00,REGULAR,0,306,0.0
398,A002,R051,02-05-01,05-02-11,04:00:00,REGULAR,0,306,0.0
399,A002,R051,02-05-01,05-02-11,08:00:00,REGULAR,0,306,0.0
400,A002,R051,02-05-01,05-02-11,12:00:00,REGULAR,0,306,0.0
401,A002,R051,02-05-01,05-02-11,16:00:00,REGULAR,0,306,0.0
402,A002,R051,02-05-01,05-02-11,20:00:00,REGULAR,0,306,0.0
403,A002,R051,02-05-01,05-03-11,00:00:00,REGULAR,0,306,0.0
404,A002,R051,02-05-01,05-03-11,04:00:00,REGULAR,0,306,0.0
405,A002,R051,02-05-01,05-03-11,08:00:00,REGULAR,0,306,0.0
406,A002,R051,02-05-01,05-03-11,12:00:00,REGULAR,0,306,0.0
407,A002,R051,02-05-01,05-03-11,16:00:00,REGULAR,0,306,0.0
408,A002,R051,02-05-01,05-03-11,20:00:00,REGULAR,0,306,0.0
409,A002,R051,02-05-01,05-04-11,00:00:00,REGULAR,0,306,0.0
410,A002,R051,02-05-01,05-04-11,04:00:00,REGULAR,0,306,0.0
411,A002,R051,02-05-01,05-04-11,08:00:00,REGULAR,0,306,0.0
412,A002,R051,02-05-01,05-04-11,12:00:00,REGULAR,0,306,0.0
413,A002,R051,02-05-01,05-04-11,16:00:00,REGULAR,0,306,0.0
414,A002,R051,02-05-01,05-04-11,20:00:00,REGULAR,0,306,0.0
415,A002,R051,02-05-01,05-05-11,00:00:00,REGULAR,0,306,0.0
416,A002,R051,02-05-01,05-05-11,04:00:00,REGULAR,0,306,0.0
417,A002,R051,02-05-01,05-05-11,08:00:00,REGULAR,0,306,0.0
418,A002,R051,02-05-01,05-05-11,12:00:00,REGULAR,0,307,0.0
419,A002,R051,02-05-01,05-05-11,16:00:00,REGULAR,0,307,0.0
420,A002,R051,02-05-01,05-05-11,20:00:00,REGULAR,0,307,0.0
421,A002,R051,02-05-01,05-06-11,00:00:00,REGULAR,0,307,0.0
422,A002,R051,02-05-01,05-06-11,04:00:00,REGULAR,0,307,0.0
423,A002,R051,02-05-01,05-06-11,08:00:00,REGULAR,0,307,0.0
424,A002,R051,02-05-01,05-06-11,12:00:00,REGULAR,0,307,0.0
425,A002,R051,02-05-01,05-06-11,16:00:00,REGULAR,0,308,0.0
426,A002,R051,02-05-01,05-06-11,20:00:00,REGULAR,0,308,0.0
427,A002,R051,02-06-00,05-01-11,00:00:00,REGULAR,3006499,96953,0.0
428,A002,R051,02-06-00,05-01-11,04:00:00,REGULAR,3006539,96954,40.0
429,A002,R051,02-06-00,05-01-11,08:00:00,REGULAR,3006572,96954,33.0
430,A002,R051,02-06-00,05-01-11,12:00:00,REGULAR,3006708,96959,136.0
431,A002,R051,02-06-00,05-01-11,16:00:00,REGULAR,3006907,96960,199.0
432,A002,R051,02-06-00,05-01-11,20:00:00,REGULAR,3007135,96979,228.0
433,A002,R051,02-06-00,05-02-11,00:00:00,REGULAR,3007228,96981,93.0
434,A002,R051,02-06-00,05-02-11,04:00:00,REGULAR,3007242,96982,14.0
435,A002,R051,02-06-00,05-02-11,08:00:00,REGULAR,3007378,96985,136.0
436,A002,R051,02-06-00,05-02-11,12:00:00,REGULAR,3007854,96993,476.0
437,A002,R051,02-06-00,05-02-11,16:00:00,REGULAR,3008171,96997,317.0
438,A002,R051,02-06-00,05-02-11,20:00:00,REGULAR,3008916,97006,745.0
439,A002,R051,02-06-00,05-03-11,00:00:00,REGULAR,3009107,97010,191.0
440,A002,R051,02-06-00,05-03-11,04:00:00,REGULAR,3009113,97010,6.0
441,A002,R051,02-06-00,05-03-11,08:00:00,REGULAR,3009246,97012,133.0
442,A002,R051,02-06-00,05-03-11,12:00:00,REGULAR,3009721,97016,475.0
443,A002,R051,02-06-00,05-03-11,16:00:00,REGULAR,3010054,97022,333.0
444,A002,R051,02-06-00,05-03-11,20:00:00,REGULAR,3010835,97032,781.0
445,A002,R051,02-06-00,05-04-11,00:00:00,REGULAR,3011093,97036,258.0
446,A002,R051,02-06-00,05-04-11,04:00:00,REGULAR,3011112,97038,19.0
447,A002,R051,02-06-00,05-04-11,08:00:00,REGULAR,3011245,97039,133.0
448,A002,R051,02-06-00,05-04-11,12:00:00,REGULAR,3011790,97044,545.0
449,A002,R051,02-06-00,05-04-11,16:00:00,REGULAR,3012112,97049,322.0
450,A002,R051,02-06-00,05-04-11,20:00:00,REGULAR,3012938,97055,826.0
451,A002,R051,02-06-00,05-05-11,00:00:00,REGULAR,3013175,97059,237.0
452,A002,R051,02-06-00,05-05-11,04:00:00,REGULAR,3013190,97061,15.0
453,A002,R051,02-06-00,05-05-11,08:00:00,REGULAR,3013330,97065,140.0
461,A002,R051,02-06-00,05-05-11,16:00:00,REGULAR,3014169,97084,839.0
462,A002,R051,02-06-00,05-05-11,20:00:00,REGULAR,3014917,97116,748.0
463,A002,R051,02-06-00,05-06-11,00:00:00,REGULAR,3015160,97118,243.0
464,A002,R051,02-06-00,05-06-11,04:00:00,REGULAR,3015181,97119,21.0
465,A002,R051,02-06-00,05-06-11,08:00:00,REGULAR,3015314,97121,133.0
466,A002,R051,02-06-00,05-06-11,12:00:00,REGULAR,3015802,97136,488.0
467,A002,R051,02-06-00,05-06-11,16:00:00,REGULAR,3016170,97142,368.0
468,A002,R051,02-06-00,05-06-11,20:00:00,REGULAR,3016938,97149,768.0
469,A006,R079,00-00-00,05-01-11,02:00:00,REGULAR,8936644,13755385,0.0
470,A006,R079,00-00-00,05-01-11,06:00:00,REGULAR,8936658,13755393,14.0
471,A006,R079,00-00-00,05-01-11,10:00:00,REGULAR,8936687,13755598,29.0
472,A006,R079,00-00-00,05-01-11,14:00:00,REGULAR,8936819,13756191,132.0
477,A006,R079,00-00-00,05-02-11,02:00:00,REGULAR,8937565,13757019,746.0
478,A006,R079,00-00-00,05-02-11,06:00:00,REGULAR,8937567,13757049,2.0
479,A006,R079,00-00-00,05-02-11,10:00:00,REGULAR,8937641,13758978,74.0
480,A006,R079,00-00-00,05-02-11,14:00:00,REGULAR,8937848,13760026,207.0
481,A006,R079,00-00-00,05-02-11,18:00:00,REGULAR,8938600,13760921,752.0
482,A006,R079,00-00-00,05-02-11,22:00:00,REGULAR,8939315,13761338,715.0
483,A006,R079,00-00-00,05-03-11,02:00:00,REGULAR,8939502,13761404,187.0
484,A006,R079,00-00-00,05-03-11,06:00:00,REGULAR,8939518,13761439,16.0
485,A006,R079,00-00-00,05-03-11,10:00:00,REGULAR,8939584,13763443,66.0
486,A006,R079,00-00-00,05-03-11,14:00:00,REGULAR,8939779,13764605,195.0
487,A006,R079,00-00-00,05-03-11,18:00:00,REGULAR,8940535,13765579,756.0
488,A006,R079,00-00-00,05-03-11,22:00:00,REGULAR,8941351,13765978,816.0
489,A006,R079,00-00-00,05-04-11,02:00:00,REGULAR,8941535,13766052,184.0
490,A006,R079,00-00-00,05-04-11,06:00:00,REGULAR,8941546,13766091,11.0
491,A006,R079,00-00-00,05-04-11,10:00:00,REGULAR,8941621,13768124,75.0
492,A006,R079,00-00-00,05-04-11,14:00:00,REGULAR,8941821,13769247,200.0
493,A006,R079,00-00-00,05-04-11,18:00:00,REGULAR,8942583,13770151,762.0
494,A006,R079,00-00-00,05-04-11,22:00:00,REGULAR,8943283,13770555,700.0
495,A006,R079,00-00-00,05-05-11,02:00:00,REGULAR,8943464,13770626,181.0
496,A006,R079,00-00-00,05-05-11,06:00:00,REGULAR,8943473,13770665,9.0
497,A006,R079,00-00-00,05-05-11,10:00:00,REGULAR,8943519,13772711,46.0
498,A006,R079,00-00-00,05-05-11,14:00:00,REGULAR,8943727,13773982,208.0
499,A006,R079,00-00-00,05-05-11,18:00:00,REGULAR,8944476,13774994,749.0
500,A006,R079,00-00-00,05-05-11,22:00:00,REGULAR,8945225,13775423,749.0
501,A006,R079,00-00-00,05-06-11,02:00:00,REGULAR,8945414,13775542,189.0
502,A006,R079,00-00-00,05-06-11,06:00:00,REGULAR,8945425,13775580,11.0
503,A006,R079,00-00-00,05-06-11,10:00:00,REGULAR,8945499,13777346,74.0
504,A006,R079,00-00-00,05-06-11,14:00:00,REGULAR,8945714,13778445,215.0
505,A006,R079,00-00-00,05-06-11,18:00:00,REGULAR,8946504,13779436,790.0
506,A006,R079,00-00-00,05-06-11,22:00:00,REGULAR,8947174,13779758,670.0
507,A006,R079,00-00-01,05-01-11,02:00:00,REGULAR,349449,267518,0.0
508,A006,R079,00-00-01,05-01-11,06:00:00,REGULAR,349461,267521,12.0
509,A006,R079,00-00-01,05-01-11,10:00:00,REGULAR,349492,267590,31.0
510,A006,R079,00-00-01,05-01-11,14:00:00,REGULAR,349643,267829,151.0
511,A006,R079,00-00-01,05-01-11,18:00:00,REGULAR,350052,268052,409.0
512,A006,R079,00-00-01,05-01-11,22:00:00,REGULAR,350392,268090,340.0
513,A006,R079,00-00-01,05-02-11,02:00:00,REGULAR,350459,268104,67.0
514,A006,R079,00-00-01,05-02-11,06:00:00,REGULAR,350464,268113,5.0
515,A006,R079,00-00-01,05-02-11,10:00:00,REGULAR,350554,268892,90.0
516,A006,R079,00-00-01,05-02-11,14:00:00,REGULAR,350845,269190,291.0
517,A006,R079,00-00-01,05-02-11,18:00:00,REGULAR,351662,269491,817.0
518,A006,R079,00-00-01,05-02-11,22:00:00,REGULAR,352344,269601,682.0
519,A006,R079,00-00-01,05-03-11,02:00:00,REGULAR,352453,269624,109.0
520,A006,R079,00-00-01,05-03-11,06:00:00,REGULAR,352458,269631,5.0
521,A006,R079,00-00-01,05-03-11,10:00:00,REGULAR,352541,270429,83.0
522,A006,R079,00-00-01,05-03-11,14:00:00,REGULAR,352843,270790,302.0
523,A006,R079,00-00-01,05-03-11,18:00:00,REGULAR,353736,271118,893.0
524,A006,R079,00-00-01,05-03-11,22:00:00,REGULAR,354469,271277,733.0
525,A006,R079,00-00-01,05-04-11,02:00:00,REGULAR,354615,271304,146.0
526,A006,R079,00-00-01,05-04-11,06:00:00,REGULAR,354627,271310,12.0
527,A006,R079,00-00-01,05-04-11,10:00:00,REGULAR,354728,272245,101.0
528,A006,R079,00-00-01,05-04-11,14:00:00,REGULAR,355029,272642,301.0
529,A006,R079,00-00-01,05-04-11,18:00:00,REGULAR,355867,272947,838.0
530,A006,R079,00-00-01,05-04-11,22:00:00,REGULAR,356534,273085,667.0
531,A006,R079,00-00-01,05-05-11,02:00:00,REGULAR,356663,273111,129.0
532,A006,R079,00-00-01,05-05-11,06:00:00,REGULAR,356674,273119,11.0
533,A006,R079,00-00-01,05-05-11,10:00:00,REGULAR,356757,273910,83.0
534,A006,R079,00-00-01,05-05-11,14:00:00,REGULAR,357027,274351,270.0
535,A006,R079,00-00-01,05-05-11,18:00:00,REGULAR,357863,274696,836.0
536,A006,R079,00-00-01,05-05-11,22:00:00,REGULAR,358617,274836,754.0
537,A006,R079,00-00-01,05-06-11,02:00:00,REGULAR,358749,274861,132.0
538,A006,R079,00-00-01,05-06-11,06:00:00,REGULAR,358760,274868,11.0
539,A006,R079,00-00-01,05-06-11,10:00:00,REGULAR,358854,275553,94.0
540,A006,R079,00-00-01,05-06-11,14:00:00,REGULAR,359157,275893,303.0
541,A006,R079,00-00-01,05-06-11,18:00:00,REGULAR,360051,276214,894.0
542,A006,R079,00-00-01,05-06-11,22:00:00,REGULAR,360670,276322,619.0
543,A006,R079,00-00-02,05-01-11,02:00:00,REGULAR,4875642,2187599,0.0
544,A006,R079,00-00-02,05-01-11,06:00:00,REGULAR,4875649,2187601,7.0
545,A006,R079,00-00-02,05-01-11,10:00:00,REGULAR,4875662,2187631,13.0
546,A006,R079,00-00-02,05-01-11,14:00:00,REGULAR,4875788,2187763,126.0
547,A006,R079,00-00-02,05-01-11,18:00:00,REGULAR,4876127,2187874,339.0
548,A006,R079,00-00-02,05-01-11,22:00:00,REGULAR,4876372,2187898,245.0
549,A006,R079,00-00-02,05-02-11,02:00:00,REGULAR,4876421,2187901,49.0
550,A006,R079,00-00-02,05-02-11,06:00:00,REGULAR,4876423,2187905,2.0
551,A006,R079,00-00-02,05-02-11,10:00:00,REGULAR,4876473,2188414,50.0
552,A006,R079,00-00-02,05-02-11,14:00:00,REGULAR,4876691,2188589,218.0
553,A006,R079,00-00-02,05-02-11,18:00:00,REGULAR,4877340,2188736,649.0
554,A006,R079,00-00-02,05-02-11,22:00:00,REGULAR,4877829,2188785,489.0
555,A006,R079,00-00-02,05-03-11,02:00:00,REGULAR,4877905,2188792,76.0
556,A006,R079,00-00-02,05-03-11,06:00:00,REGULAR,4877912,2188797,7.0
557,A006,R079,00-00-02,05-03-11,10:00:00,REGULAR,4877979,2189295,67.0
558,A006,R079,00-00-02,05-03-11,14:00:00,REGULAR,4878203,2189475,224.0
559,A006,R079,00-00-02,05-03-11,18:00:00,REGULAR,4878871,2189631,668.0
560,A006,R079,00-00-02,05-03-11,22:00:00,REGULAR,4879363,2189714,492.0
561,A006,R079,00-00-02,05-04-11,02:00:00,REGULAR,4879449,2189722,86.0
562,A006,R079,00-00-02,05-04-11,06:00:00,REGULAR,4879452,2189731,3.0
563,A006,R079,00-00-02,05-04-11,10:00:00,REGULAR,4879533,2190251,81.0
564,A006,R079,00-00-02,05-04-11,14:00:00,REGULAR,4879748,2190449,215.0
565,A006,R079,00-00-02,05-04-11,18:00:00,REGULAR,4880418,2190611,670.0
566,A006,R079,00-00-02,05-04-11,22:00:00,REGULAR,4880947,2190669,529.0
567,A006,R079,00-00-02,05-05-11,02:00:00,REGULAR,4881018,2190678,71.0
568,A006,R079,00-00-02,05-05-11,06:00:00,REGULAR,4881020,2190689,2.0
569,A006,R079,00-00-02,05-05-11,10:00:00,REGULAR,4881068,2191174,48.0
570,A006,R079,00-00-02,05-05-11,14:00:00,REGULAR,4881297,2191366,229.0
571,A006,R079,00-00-02,05-05-11,18:00:00,REGULAR,4882012,2191525,715.0
572,A006,R079,00-00-02,05-05-11,22:00:00,REGULAR,4882590,2191593,578.0
573,A006,R079,00-00-02,05-06-11,02:00:00,REGULAR,4882683,2191602,93.0
574,A006,R079,00-00-02,05-06-11,06:00:00,REGULAR,4882693,2191606,10.0
575,A006,R079,00-00-02,05-06-11,10:00:00,REGULAR,4882765,2192011,72.0
576,A006,R079,00-00-02,05-06-11,14:00:00,REGULAR,4883004,2192226,239.0
577,A006,R079,00-00-02,05-06-11,18:00:00,REGULAR,4883774,2192376,770.0
578,A006,R079,00-00-02,05-06-11,22:00:00,REGULAR,4884226,2192457,452.0
579,A006,R079,00-00-03,05-01-11,02:00:00,REGULAR,6305,2576,0.0
580,A006,R079,00-00-03,05-01-11,06:00:00,REGULAR,6309,2576,4.0
581,A006,R079,00-00-03,05-01-11,10:00:00,REGULAR,6322,2602,13.0
582,A006,R079,00-00-03,05-01-11,14:00:00,REGULAR,6420,2670,98.0
583,A006,R079,00-00-03,05-01-11,18:00:00,REGULAR,6708,2761,288.0
584,A006,R079,00-00-03,05-01-11,22:00:00,REGULAR,6869,2779,161.0
585,A006,R079,00-00-03,05-02-11,02:00:00,REGULAR,6913,2782,44.0
586,A006,R079,00-00-03,05-02-11,06:00:00,REGULAR,6915,2786,2.0
587,A006,R079,00-00-03,05-02-11,10:00:00,REGULAR,6963,3135,48.0
588,A006,R079,00-00-03,05-02-11,14:00:00,REGULAR,7121,3248,158.0
589,A006,R079,00-00-03,05-02-11,18:00:00,REGULAR,7625,3367,504.0
590,A006,R079,00-00-03,05-02-11,22:00:00,REGULAR,7985,3393,360.0
591,A006,R079,00-00-03,05-03-11,02:00:00,REGULAR,8045,3397,60.0
592,A006,R079,00-00-03,05-03-11,06:00:00,REGULAR,8054,3402,9.0
593,A006,R079,00-00-03,05-03-11,10:00:00,REGULAR,8107,3770,53.0
594,A006,R079,00-00-03,05-03-11,14:00:00,REGULAR,8291,3874,184.0
595,A006,R079,00-00-03,05-03-11,18:00:00,REGULAR,8856,3974,565.0
596,A006,R079,00-00-03,05-03-11,22:00:00,REGULAR,9250,4041,394.0
597,A006,R079,00-00-03,05-04-11,02:00:00,REGULAR,9321,4046,71.0
598,A006,R079,00-00-03,05-04-11,06:00:00,REGULAR,9325,4049,4.0
599,A006,R079,00-00-03,05-04-11,10:00:00,REGULAR,9375,4448,50.0
600,A006,R079,00-00-03,05-04-11,14:00:00,REGULAR,9536,4574,161.0
601,A006,R079,00-00-03,05-04-11,18:00:00,REGULAR,10107,4690,571.0
602,A006,R079,00-00-03,05-04-11,22:00:00,REGULAR,10521,4721,414.0
603,A006,R079,00-00-03,05-05-11,02:00:00,REGULAR,10573,4728,52.0
604,A006,R079,00-00-03,05-05-11,06:00:00,REGULAR,10577,4732,4.0
605,A006,R079,00-00-03,05-05-11,10:00:00,REGULAR,10623,5085,46.0
606,A006,R079,00-00-03,05-05-11,14:00:00,REGULAR,10792,5210,169.0
607,A006,R079,00-00-03,05-05-11,18:00:00,REGULAR,11372,5312,580.0
608,A006,R079,00-00-03,05-05-11,22:00:00,REGULAR,11811,5363,439.0
609,A006,R079,00-00-03,05-06-11,02:00:00,REGULAR,11877,5371,66.0
610,A006,R079,00-00-03,05-06-11,06:00:00,REGULAR,11879,5374,2.0
611,A006,R079,00-00-03,05-06-11,10:00:00,REGULAR,11938,5679,59.0
612,A006,R079,00-00-03,05-06-11,14:00:00,REGULAR,12132,5777,194.0
613,A006,R079,00-00-03,05-06-11,18:00:00,REGULAR,12724,5890,592.0
614,A006,R079,00-00-03,05-06-11,22:00:00,REGULAR,13085,5920,361.0
615,A006,R079,00-00-04,05-01-11,02:00:00,REGULAR,4754150,2215161,0.0
616,A006,R079,00-00-04,05-01-11,06:00:00,REGULAR,4754158,2215164,8.0
617,A006,R079,00-00-04,05-01-11,10:00:00,REGULAR,4754177,2215193,19.0
618,A006,R079,00-00-04,05-01-11,14:00:00,REGULAR,4754263,2215249,86.0
619,A006,R079,00-00-04,05-01-11,18:00:00,REGULAR,4754590,2215337,327.0
620,A006,R079,00-00-04,05-01-11,22:00:00,REGULAR,4754754,2215354,164.0
621,A006,R079,00-00-04,05-02-11,02:00:00,REGULAR,4754780,2215360,26.0
622,A006,R079,00-00-04,05-02-11,06:00:00,REGULAR,4754786,2215370,6.0
623,A006,R079,00-00-04,05-02-11,10:00:00,REGULAR,4754843,2215663,57.0
624,A006,R079,00-00-04,05-02-11,14:00:00,REGULAR,4755012,2215748,169.0
625,A006,R079,00-00-04,05-02-11,18:00:00,REGULAR,4755523,2215843,511.0
626,A006,R079,00-00-04,05-02-11,22:00:00,REGULAR,4755849,2215876,326.0
627,A006,R079,00-00-04,05-03-11,02:00:00,REGULAR,4755906,2215879,57.0
628,A006,R079,00-00-04,05-03-11,06:00:00,REGULAR,4755909,2215882,3.0
629,A006,R079,00-00-04,05-03-11,10:00:00,REGULAR,4755957,2216169,48.0
630,A006,R079,00-00-04,05-03-11,14:00:00,REGULAR,4756114,2216265,157.0
631,A006,R079,00-00-04,05-03-11,18:00:00,REGULAR,4756696,2216379,582.0
632,A006,R079,00-00-04,05-03-11,22:00:00,REGULAR,4757084,2216426,388.0
633,A006,R079,00-00-04,05-04-11,02:00:00,REGULAR,4757143,2216427,59.0
634,A006,R079,00-00-04,05-04-11,06:00:00,REGULAR,4757147,2216435,4.0
635,A006,R079,00-00-04,05-04-11,10:00:00,REGULAR,4757227,2216750,80.0
636,A006,R079,00-00-04,05-04-11,14:00:00,REGULAR,4757392,2216833,165.0
637,A006,R079,00-00-04,05-04-11,18:00:00,REGULAR,4757941,2216922,549.0
638,A006,R079,00-00-04,05-04-11,22:00:00,REGULAR,4758280,2216947,339.0
639,A006,R079,00-00-04,05-05-11,02:00:00,REGULAR,4758341,2216955,61.0
640,A006,R079,00-00-04,05-05-11,06:00:00,REGULAR,4758347,2216960,6.0
641,A006,R079,00-00-04,05-05-11,10:00:00,REGULAR,4758401,2217293,54.0
642,A006,R079,00-00-04,05-05-11,14:00:00,REGULAR,4758571,2217397,170.0
643,A006,R079,00-00-04,05-05-11,18:00:00,REGULAR,4759180,2217514,609.0
644,A006,R079,00-00-04,05-05-11,22:00:00,REGULAR,4759580,2217583,400.0
645,A006,R079,00-00-04,05-06-11,02:00:00,REGULAR,4759652,2217593,72.0
646,A006,R079,00-00-04,05-06-11,06:00:00,REGULAR,4759661,2217604,9.0
647,A006,R079,00-00-04,05-06-11,10:00:00,REGULAR,4759732,2217886,71.0
648,A006,R079,00-00-04,05-06-11,14:00:00,REGULAR,4759897,2218001,165.0
649,A006,R079,00-00-04,05-06-11,18:00:00,REGULAR,4760519,2218115,622.0
650,A006,R079,00-00-04,05-06-11,22:00:00,REGULAR,4760845,2218143,326.0
651,A006,R079,00-03-00,05-01-11,02:00:00,REGULAR,5444111,2637907,0.0
652,A006,R079,00-03-00,05-01-11,06:00:00,REGULAR,5444116,2637910,5.0
653,A006,R079,00-03-00,05-01-11,10:00:00,REGULAR,5444127,2637935,11.0
654,A006,R079,00-03-00,05-01-11,14:00:00,REGULAR,5444246,2638030,119.0
655,A006,R079,00-03-00,05-01-11,18:00:00,REGULAR,5444617,2638149,371.0
656,A006,R079,00-03-00,05-01-11,22:00:00,REGULAR,5444757,2638172,140.0
657,A006,R079,00-03-00,05-02-11,02:00:00,REGULAR,5444770,2638173,13.0
658,A006,R079,00-03-00,05-02-11,06:00:00,REGULAR,5444770,2638180,0.0
659,A006,R079,00-03-00,05-02-11,10:00:00,REGULAR,5444837,2638453,67.0
660,A006,R079,00-03-00,05-02-11,14:00:00,REGULAR,5445035,2638562,198.0
661,A006,R079,00-03-00,05-02-11,18:00:00,REGULAR,5445771,2638685,736.0
662,A006,R079,00-03-00,05-02-11,22:00:00,REGULAR,5446189,2638723,418.0
663,A006,R079,00-03-00,05-03-11,02:00:00,REGULAR,5446220,2638727,31.0
664,A006,R079,00-03-00,05-03-11,06:00:00,REGULAR,5446221,2638737,1.0
665,A006,R079,00-03-00,05-03-11,10:00:00,REGULAR,5446302,2639016,81.0
666,A006,R079,00-03-00,05-03-11,14:00:00,REGULAR,5446468,2639144,166.0
667,A006,R079,00-03-00,05-03-11,18:00:00,REGULAR,5447267,2639279,799.0
668,A006,R079,00-03-00,05-03-11,22:00:00,REGULAR,5447739,2639323,472.0
669,A006,R079,00-03-00,05-04-11,02:00:00,REGULAR,5447763,2639327,24.0
670,A006,R079,00-03-00,05-04-11,06:00:00,REGULAR,5447765,2639338,2.0
671,A006,R079,00-03-00,05-04-11,10:00:00,REGULAR,5447864,2639659,99.0
672,A006,R079,00-03-00,05-04-11,14:00:00,REGULAR,5448042,2639753,178.0
673,A006,R079,00-03-00,05-04-11,18:00:00,REGULAR,5448751,2639876,709.0
674,A006,R079,00-03-00,05-04-11,22:00:00,REGULAR,5449205,2639918,454.0
675,A006,R079,00-03-00,05-05-11,02:00:00,REGULAR,5449244,2639926,39.0
676,A006,R079,00-03-00,05-05-11,06:00:00,REGULAR,5449246,2639930,2.0
677,A006,R079,00-03-00,05-05-11,10:00:00,REGULAR,5449327,2640247,81.0
678,A006,R079,00-03-00,05-05-11,14:00:00,REGULAR,5449533,2640349,206.0
679,A006,R079,00-03-00,05-05-11,18:00:00,REGULAR,5450361,2640496,828.0
680,A006,R079,00-03-00,05-05-11,22:00:00,REGULAR,5450869,2640552,508.0
681,A006,R079,00-03-00,05-06-11,02:00:00,REGULAR,5450909,2640562,40.0
682,A006,R079,00-03-00,05-06-11,06:00:00,REGULAR,5450911,2640574,2.0
683,A006,R079,00-03-00,05-06-11,10:00:00,REGULAR,5450984,2640842,73.0
684,A006,R079,00-03-00,05-06-11,14:00:00,REGULAR,5451218,2640961,234.0
685,A006,R079,00-03-00,05-06-11,18:00:00,REGULAR,5452107,2641114,889.0
686,A006,R079,00-03-00,05-06-11,22:00:00,REGULAR,5452537,2641158,430.0
687,A006,R079,00-03-01,05-01-11,02:00:00,REGULAR,4843610,2765144,0.0
688,A006,R079,00-03-01,05-01-11,06:00:00,REGULAR,4843619,2765146,9.0
689,A006,R079,00-03-01,05-01-11,10:00:00,REGULAR,4843647,2765228,28.0
690,A006,R079,00-03-01,05-01-11,14:00:00,REGULAR,4843789,2765475,142.0
691,A006,R079,00-03-01,05-01-11,18:00:00,REGULAR,4844211,2765640,422.0
692,A006,R079,00-03-01,05-01-11,22:00:00,REGULAR,4844417,2765684,206.0
693,A006,R079,00-03-01,05-02-11,02:00:00,REGULAR,4844449,2765692,32.0
694,A006,R079,00-03-01,05-02-11,06:00:00,REGULAR,4844453,2765712,4.0
695,A006,R079,00-03-01,05-02-11,10:00:00,REGULAR,4844561,2766277,108.0
696,A006,R079,00-03-01,05-02-11,14:00:00,REGULAR,4844838,2766471,277.0
697,A006,R079,00-03-01,05-02-11,18:00:00,REGULAR,4845738,2766646,900.0
698,A006,R079,00-03-01,05-02-11,22:00:00,REGULAR,4846356,2766696,618.0
699,A006,R079,00-03-01,05-03-11,02:00:00,REGULAR,4846416,2766700,60.0
700,A006,R079,00-03-01,05-03-11,06:00:00,REGULAR,4846422,2766723,6.0
701,A006,R079,00-03-01,05-03-11,10:00:00,REGULAR,4846536,2767303,114.0
702,A006,R079,00-03-01,05-03-11,14:00:00,REGULAR,4846807,2767562,271.0
703,A006,R079,00-03-01,05-03-11,18:00:00,REGULAR,4847790,2767781,983.0
704,A006,R079,00-03-01,05-03-11,22:00:00,REGULAR,4848427,2767847,637.0
705,A006,R079,00-03-01,05-04-11,02:00:00,REGULAR,4848486,2767853,59.0
706,A006,R079,00-03-01,05-04-11,06:00:00,REGULAR,4848490,2767882,4.0
707,A006,R079,00-03-01,05-04-11,10:00:00,REGULAR,4848623,2768498,133.0
